	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	best_epoch	best_validation_accuracy	best_validation_accuracy3	best_validation_f1-measure-overall	best_validation_loss	best_validation_precision-overall	best_validation_recall-overall	dataset_reader.coding_scheme	dataset_reader.sample	dataset_reader.tag_label	dataset_reader.token_indexers.elmo.type	dataset_reader.token_indexers.token_characters.min_padding_length	dataset_reader.token_indexers.token_characters.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.type	embedding	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.bidirectional	model.encoder.dropout	model.encoder.hidden_size	model.encoder.input_size	model.encoder.num_layers	model.encoder.type	model.include_start_end_transitions	model.label_encoding	model.regularizer	model.text_field_embedder.token_embedders.elmo.do_layer_norm	model.text_field_embedder.token_embedders.elmo.dropout	model.text_field_embedder.token_embedders.elmo.options_file	model.text_field_embedder.token_embedders.elmo.requires_grad	model.text_field_embedder.token_embedders.elmo.type	model.text_field_embedder.token_embedders.elmo.weight_file	model.text_field_embedder.token_embedders.token_characters.embedding.embedding_dim	model.text_field_embedder.token_embedders.token_characters.encoder.conv_layer_activation	model.text_field_embedder.token_embedders.token_characters.encoder.embedding_dim	model.text_field_embedder.token_embedders.token_characters.encoder.ngram_filter_sizes	model.text_field_embedder.token_embedders.token_characters.encoder.num_filters	model.text_field_embedder.token_embedders.token_characters.encoder.type	model.text_field_embedder.token_embedders.token_characters.type	model.text_field_embedder.token_embedders.tokens.embedding_dim	model.text_field_embedder.token_embedders.tokens.pretrained_file	model.text_field_embedder.token_embedders.tokens.trainable	model.text_field_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_accuracy	test_accuracy3	test_data_path	test_f1-measure-overall	test_loss	test_precision-overall	test_recall-overall	train_data_path	trainer.cuda_device	trainer.grad_norm	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_accuracy3	training_cpu_memory_MB	training_duration	training_epochs	training_f1-measure-overall	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_precision-overall	training_recall-overall	training_start_epoch	validation_accuracy	validation_accuracy3	validation_data_path	validation_f1-measure-overall	validation_loss	validation_precision-overall	validation_recall-overall
10	10	60	10	69	0.9464974105369728	0.9528639850473112	0.7271020059751956	216.95419221765854	0.7377446734799931	0.7167620329855268	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	74	True	64	basic	0.2426925798095876	True	0.11491331746550534	476.0	1278.0	2.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0417374805832107', 'type': 'l2'}]]	False	0.4073592174059615	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	43.0	relu	43.0	[1, 2, 3, 4]	51.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3277.792	10	10	5759	10					0.9411004630128136	0.9492839452998816	s3://suching-dev/ner-2003/test.txt	0.7045090001781714	200.09850396050342	0.7091855041263007	0.6998937677053825	s3://suching-dev/ner-2003/train.txt	0	8.433272143391656	0.5	2	reduce_on_plateau	75	1	6.8626596631372975e-06	adam	25	+f1-measure-overall	0.9408754499781457	0.94876756326705	3277.792	9975.0	74	0.6921906914084068	10	10	5759	10					229.38017640547318	0.7071882076099987	0.6778160772798842	0	0.9465168801837934	0.9528834546941318	s3://suching-dev/ner-2003/dev.txt	0.7270244901441604	216.6203721738329	0.7374069586290463	0.7169303264893975
11	11	61	11	0	0.477181573926249	0.4942759238347416	0.03607400528605843	2519.277034983916	0.02289626405513239	0.08498821945472905	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	24	True	64	basic	0.2041841255341793	True	0.27596862742846545	280.0	1194.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.26610551029696017', 'type': 'l2'}]]	False	0.14489920961645453	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	40.0	relu	40.0	[1, 2, 3, 4]	30.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3260.24	10	10	5707	10					0.4965220200279961	0.5208355766124689	s3://suching-dev/ner-2003/test.txt	0.031115167607000286	2144.3142835828994	0.0203185955786736	0.06639518413597734	s3://suching-dev/ner-2003/train.txt	0	6.1331534192784645	0.5	2	reduce_on_plateau	75	1	3.1595142524079027e-06	adam	25	+f1-measure-overall	0.8346486855481507	0.8590371327122448	3260.24	3080.0	24	0.02046185325927724	10	10	5707	10					568.3792603926225	0.5468749999999999	0.010425975573428656	0	0.8337097465051984	0.8512324286437444	s3://suching-dev/ner-2003/dev.txt	0.012353923205340648	612.4044404871323	0.7708333333333317	0.006226859643217772
12	12	62	12	11	0.9880261672053268	0.9897784354191816	0.9437805083318808	44.555344880795964	0.943939393939394	0.9436216762032984	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	35	True	64	basic	0.20479575061021954	True	0.2999732367242522	134.0	1234.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.005285052082379609', 'type': 'l2'}]]	False	0.12586178543073584	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	63.0	relu	63.0	[1, 2, 3, 4]	40.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3225.756	10	10	5691	10					0.9765263271239368	0.9795843652417358	s3://suching-dev/ner-2003/test.txt	0.8979483551467488	90.71740417127256	0.8969964664310954	0.8989022662889519	s3://suching-dev/ner-2003/train.txt	0	6.891741110090969	0.5	2	reduce_on_plateau	75	1	0.03222449201361047	adam	25	+f1-measure-overall	0.9988802726634286	0.9991110936494764	3225.756	4477.0	35	0.9948711400540052	10	10	5691	10					1.9929872503842816	0.9950617283950616	0.9946806247074343	0	0.9880066975585065	0.9895058603636928	s3://suching-dev/ner-2003/dev.txt	0.9427898367827195	46.630019244025725	0.9426312247644684	0.9429485021878156
13	13	63	13	9	0.9914917643393948	0.9924457770336046	0.9597507578308696	40.90406739478018	0.9603977081226828	0.9591046785594076	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	33	True	64	basic	0.2954603485984557	True	0.05874452802426928	447.0	1294.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.6611016030503134', 'type': 'l2'}]]	False	0.4573342810940916	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	58.0	relu	58.0	[1, 2, 3, 4]	55.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3268.052	10	10	5711	10					0.9819532680090448	0.9840422095402176	s3://suching-dev/ner-2003/test.txt	0.9228181979110848	87.79492805622242	0.9226548672566371	0.9229815864022662	s3://suching-dev/ner-2003/train.txt	0	7.140996420035387	0.5	2	reduce_on_plateau	75	1	0.002022474837479979	adam	25	+f1-measure-overall	0.999774090098762	0.9998281120316668	3268.052	4284.0	33	0.9987230782326902	10	10	5711	10					0.6582904449664057	0.9989356720166886	0.9985105749180816	0	0.9913165375180094	0.9923289591526808	s3://suching-dev/ner-2003/dev.txt	0.958950201884203	45.68389720542758	0.958627648839556	0.9592729720632784
14	14	64	14	22	0.9850667808885948	0.9871695027452202	0.928390901432132	53.735662329430674	0.9294871794871796	0.9272972063278356	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	46	True	64	basic	0.4754361927430822	True	0.3010362113644616	345.0	1294.0	2.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0015103791888118293', 'type': 'l2'}]]	False	0.1843398919804872	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	47.0	relu	47.0	[1, 2, 3, 4]	55.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3278.896	10	10	5739	10					0.978098417142242	0.9806180682674708	s3://suching-dev/ner-2003/test.txt	0.9042308373162892	72.94721114193952	0.904070796460177	0.9043909348441926	s3://suching-dev/ner-2003/train.txt	0	9.303320777577694	0.5	2	reduce_on_plateau	75	1	7.181823273479942e-05	adam	25	+f1-measure-overall	0.9835183993792388	0.9856645434410006	3278.896	6072.0	46	0.9203676328812406	10	10	5739	10					55.294393418051975	0.9267408749676416	0.9140814502744796	0	0.9849694326544916	0.9870721545111172	s3://suching-dev/ner-2003/dev.txt	0.9278732726659426	53.63522206100763	0.9291258859264259	0.9266240323123528
15	15	65	15	8	0.32779097387173395	0.3424126786340096	0.05665441631907765	3004.585163191253	0.037537619699042415	0.11544934365533492	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	32	True	64	basic	0.16292615914360448	True	0.3721171335915094	481.0	1167.0	3.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.2744340967189109', 'type': 'l2'}]]	False	0.2245159817415945	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	18.0	relu	18.0	[1, 2, 3]	31.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3324.764	10	10	5805	10					0.3289975234198342	0.3494131581780984	s3://suching-dev/ner-2003/test.txt	0.05558045719404557	2527.382802327474	0.03721041891729685	0.10977337110481586	s3://suching-dev/ner-2003/train.txt	0	8.970470115187222	0.5	2	reduce_on_plateau	75	1	0.08034377433082415	adam	25	+f1-measure-overall	0.8328119398293891	0.8572200313327211	3324.764	4455.0	32	0.0	10	10	5805	10					530.5773142034358	0.0	0.0	0	0.8325026284023208	0.8500253105408668	s3://suching-dev/ner-2003/dev.txt	0.0	572.4490152994791	0.0	0.0
16	16	66	16	9	0.990498812351544	0.9917643393948834	0.9556492411466616	40.85726307887657	0.9575870226427848	0.9537192864355436	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	33	True	64	basic	0.2843328209755749	True	0.3186670668370906	476.0	1318.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.010311073525005572', 'type': 'l2'}]]	False	0.004073049504681736	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	60.0	relu	60.0	[1, 2, 3, 4]	61.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3274.84	10	10	5717	10					0.9807257456659848	0.9831377193926994	s3://suching-dev/ner-2003/test.txt	0.9174425822470016	81.64032390382555	0.9189909397761592	0.915899433427762	s3://suching-dev/ner-2003/train.txt	0	5.692215382188112	0.5	2	reduce_on_plateau	75	1	0.00036598144532292635	adam	25	+f1-measure-overall	0.9997249792506668	0.9997495346747144	3274.84	4308.0	33	0.9984679547195008	10	10	5717	10					1.4698904201388359	0.998510448142316	0.9984254649134006	0	0.9903430551769792	0.9915112339862155	s3://suching-dev/ner-2003/dev.txt	0.9543309740478096	44.54038079579672	0.9556193047586904	0.9530461124200604
17	17	67	17	20	0.9877146528561972	0.9892916942486664	0.9407507153677334	47.925669483110006	0.9409090909090908	0.9405923931336252	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	44	True	64	basic	0.124005407802825	True	0.15420030954535344	284.0	1282.0	3.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.009089855766865208', 'type': 'l2'}]]	False	0.028378432717711174	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	53.0	relu	53.0	[1, 2, 3, 4]	52.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3285.676	10	10	5743	10					0.9777969204264024	0.9803381070313342	s3://suching-dev/ner-2003/test.txt	0.9048375706214192	80.0512974527147	0.9022887323943662	0.9074008498583568	s3://suching-dev/ner-2003/train.txt	0	7.619286143798562	0.5	2	reduce_on_plateau	75	1	7.442417224256017e-05	adam	25	+f1-measure-overall	0.9947893390170954	0.9953884913638572	3285.676	5895.0	44	0.9716126005075534	10	10	5743	10					20.329098183458505	0.9739182486745341	0.9693178433124814	0	0.98748101709435	0.989155406720922	s3://suching-dev/ner-2003/dev.txt	0.9400673400672901	48.05974466660443	0.9403839676658808	0.9397509256142712
18	18	68	18	73	0.9405202289630468	0.9502161130797088	0.7252418645557989	228.13262019437903	0.7595799557848194	0.6938741164591047	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	74	True	64	basic	0.15014148819503909	True	0.4561243078010058	278.0	1174.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0016018478516251558', 'type': 'l2'}]]	False	0.20996289583497185	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	28.0	relu	28.0	[1, 2, 3, 4, 5]	20.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3245.848	10	10	5707	10					0.935264348013352	0.9483363841929578	s3://suching-dev/ner-2003/test.txt	0.6974163027655979	208.24173369231048	0.7172529940119761	0.6786473087818697	s3://suching-dev/ner-2003/train.txt	0	7.580367747143687	0.5	2	reduce_on_plateau	75	1	1.039471962555677e-05	adam	25	+f1-measure-overall	0.9359250764901459	0.9480947446481454	3245.848	9416.0	74	0.6914269262285507	10	10	5707	10					230.1110566572709	0.7208829777408331	0.6642835865355973	0	0.9405202289630468	0.9502161130797088	s3://suching-dev/ner-2003/dev.txt	0.7252418645557989	228.10714979732742	0.7595799557848194	0.6938741164591047
19	19	69	19	24	0.9789338421401036	0.9816595926949884	0.8982751367269168	75.68765314887551	0.8981995625105166	0.8983507236620667	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	48	True	64	basic	0.4317696207947519	True	0.4319199328782259	104.0	1214.0	2.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.03246588848228788', 'type': 'l2'}]]	False	0.1435802270872681	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	55.0	relu	55.0	[1, 2, 3, 4]	35.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3217.708	10	10	5693	10					0.9729945084526758	0.9764401852051254	s3://suching-dev/ner-2003/test.txt	0.8776356418173298	82.58999400668674	0.8746263407772111	0.8806657223796034	s3://suching-dev/ner-2003/train.txt	0	7.435066286878527	0.5	2	reduce_on_plateau	75	1	9.842121933661751e-05	adam	25	+f1-measure-overall	0.9749485563866204	0.9781456725976201	3217.708	6254.0	48	0.8774473012672929	10	10	5693	10					89.91590016104958	0.8843693265323765	0.8706327928848037	0	0.9789338421401036	0.9816595926949884	s3://suching-dev/ner-2003/dev.txt	0.8982751367269168	75.5261381560681	0.8981995625105166	0.8983507236620667
20	20	70	20	20	0.988960710252716	0.9904014641174408	0.9478912366360304	56.89092411714442	0.9482903823479872	0.9474924267923258	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	44	True	64	basic	0.09312927583660263	True	0.11354481705751752	335.0	1222.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.16595788442924708', 'type': 'l2'}]]	False	0.15149965048140113	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	28.0	relu	28.0	[1, 2, 3, 4]	37.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3246.836	10	10	5711	10					0.978873694411543	0.9813287390976634	s3://suching-dev/ner-2003/test.txt	0.9045430440162132	109.7923583984375	0.903106247793858	0.9059844192634559	s3://suching-dev/ner-2003/train.txt	0	6.8793134598520425	0.5	2	reduce_on_plateau	75	1	0.011420974581532413	adam	25	+f1-measure-overall	0.9999459780670952	0.9999558002367144	3246.836	5599.0	44	0.9997020896284132	10	10	5711	10					0.09915241336195983	0.9997871887635668	0.9996170049789352	0	0.9888049530781512	0.9902067676492348	s3://suching-dev/ner-2003/dev.txt	0.946960767805978	57.18240062863218	0.9474393530997304	0.9464826657691012
21	21	71	21	10	0.9901094194151321	0.9913554768116506	0.9525415156368042	47.03101848153507	0.9542307042729268	0.9508582968697408	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	34	True	64	basic	0.0712810194533785	True	0.3741439945595629	264.0	1198.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.7768787453740176', 'type': 'l2'}]]	False	0.11883825634266545	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	30.0	relu	30.0	[1, 2, 3, 4]	31.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3244.864	10	10	5703	10					0.9800581457951976	0.9823193711639928	s3://suching-dev/ner-2003/test.txt	0.9117308543602864	93.15185333181309	0.9118115813706392	0.9116501416430596	s3://suching-dev/ner-2003/train.txt	0	6.852790117306506	0.5	2	reduce_on_plateau	75	1	0.0066889466529043325	adam	25	+f1-measure-overall	0.9999656224063334	0.9999754445759524	3244.864	4301.0	34	0.9998084902648718	10	10	5703	10					0.08217647302451289	0.9998723186925434	0.9997446699859568	0	0.989797905066002	0.9911218410498034	s3://suching-dev/ner-2003/dev.txt	0.9517311094262833	48.990559690138866	0.9527744982290436	0.95069000336587
22	22	72	22	17	0.991394416105292	0.9925041859740664	0.9580143037441654	55.4389565411736	0.9579337035167425	0.9580949175361833	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	41	True	64	basic	0.12239728650400013	True	0.08046634676977292	153.0	1251.0	2.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.041012758709398175', 'type': 'l2'}]]	False	0.05666939376796842	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	48.0	relu	48.0	[1, 2, 3]	59.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3229.86	10	10	5703	10					0.9819963389684504	0.9839560676214064	s3://suching-dev/ner-2003/test.txt	0.9220171332685184	114.08488384882612	0.9198237885462556	0.9242209631728046	s3://suching-dev/ner-2003/train.txt	0	8.28718962975875	0.5	2	reduce_on_plateau	75	1	0.001048977435073128	adam	25	+f1-measure-overall	0.9999508891519048	0.9999705334911428	3229.86	5333.0	41	0.9997021149835664	10	10	5703	10					0.12745501699603418	0.9997021149836164	0.9997021149836164	0	0.9914138857521124	0.9925236556208872	s3://suching-dev/ner-2003/dev.txt	0.9580072372296058	55.97618211484423	0.9580878639959602	0.9579266240323124
23	23	73	23	23	0.9900704801214906	0.9912581285775476	0.9535978480160899	39.26155088462082	0.9526368827678872	0.9545607539548974	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	47	True	64	basic	0.4075853296193444	True	0.08854846603197758	81.0	1194.0	1.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.2700985736787994', 'type': 'l2'}]]	False	0.07574208714929681	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	19.0	relu	19.0	[1, 2, 3, 4, 5]	24.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3223.704	10	10	5685	10					0.9785506622160008	0.9808764940239044	s3://suching-dev/ner-2003/test.txt	0.9072456093901186	84.37578236615217	0.9044518740102059	0.910056657223796	s3://suching-dev/ner-2003/train.txt	0	5.244977104442018	0.5	2	reduce_on_plateau	75	1	0.01770031622793249	adam	25	+f1-measure-overall	0.997917700040762	0.9983105868255241	3223.704	6039.0	47	0.9901891932153832	10	10	5685	10					3.639295726066286	0.9903788846317582	0.9899995744499764	0	0.9899536622405668	0.9911802499902652	s3://suching-dev/ner-2003/dev.txt	0.9531814743212076	39.435217726464366	0.9521410579345088	0.9542241669471558
24	24	74	24	10	0.9898563140064642	0.990946614228418	0.9505383580080254	53.36011134876925	0.9502186343760513	0.9508582968697408	BIOUL	10000	ner	elmo_characters	3.0	characters	True	single_id	conll2003	elmo frozen	34	True	64	basic	0.05716647576971923	True	0.1138288944989012	402.0	1189.0	2.0	lstm	False	BIOUL	[['scalar_parameters', {'alpha': '0.0021451850267302417', 'type': 'l2'}]]	False	0.09693727977955713	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json		elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	27.0	relu	27.0	[1, 2, 3, 4, 5]	23.0	cnn	character_encoding	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	embedding	crf_tagger	3248.9840000000013	10	10	5753	10					0.9797351135996556	0.9819101970496392	s3://suching-dev/ner-2003/test.txt	0.908641975308592	99.92019003408926	0.9051300070274068	0.9121813031161472	s3://suching-dev/ner-2003/train.txt	0	6.808959509007188	0.5	2	reduce_on_plateau	75	1	0.005709183574778443	adam	25	+f1-measure-overall	0.9999410669822856	0.9999558002367144	3248.9840000000013	4567.0	34	0.999659531003908	10	10	5753	10					0.08779274013994093	0.99974462651628	0.9995744499765948	0	0.9896421478914372	0.9908103267006736	s3://suching-dev/ner-2003/dev.txt	0.949768615902348	58.31213575250961	0.9496887094060241	0.9498485358465164
