	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.max_tokens	dataset_reader.max_tuples	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.end_tokens	dataset_reader.type	epoch	iterator.batch_size	iterator.sorting_keys	iterator.type	model.attention_similarity.type	model.edge_embedding.embedding_dim	model.edge_embedding.vocab_namespace	model.edge_probability.activations	model.edge_probability.dropout	model.edge_probability.hidden_dims	model.edge_probability.input_dim	model.edge_probability.num_layers	model.ignore_edges	model.initializer	model.phrase_probability.activations	model.phrase_probability.dropout	model.phrase_probability.hidden_dims	model.phrase_probability.input_dim	model.phrase_probability.num_layers	model.premise_encoder.bidirectional	model.premise_encoder.hidden_size	model.premise_encoder.input_size	model.premise_encoder.num_layers	model.premise_encoder.type	model.text_field_embedder.tokens.embedding_dim	model.text_field_embedder.tokens.pretrained_file	model.text_field_embedder.tokens.projection_dim	model.text_field_embedder.tokens.trainable	model.text_field_embedder.tokens.type	model.type	model.use_encoding_for_node	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_data_path	train_data_path	trainer.cuda_device	trainer.grad_norm	trainer.learning_rate_scheduler.gamma	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_loss	dataset_reader.sample
70	0	0.5414110429447853	0.9783402950298495	500	500	True	single_id	[]	entailment_tuple	19	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	204	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.060880989316358824', '0.060880989316358824', '0.060880989316358824', '0.0']	[187, 187, 187, 2]	894	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'tanh', 'linear']	['0.41684743588637074', '0.41684743588637074', '0.41684743588637074', '0']	[277, 277, 277, 2]	800	4	False	345	200	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	200	False	embedding	tree_attention	False	3193.892	7825	7417	7709	6303	7769	3437	5511	2761	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.544973812978114	0.5	exponential	140	0.08230638462012672	adam	20	+accuracy	0.6339085089244075	3193.892	1449.0	19	7825	7417	6545	6303	7769	3437	5511	2761	0.6602781698259257	0	0.49616564417177916	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7307165475880227	10000
71	2	0.691717791411043	0.5734319952203006	500	500	True	single_id	[]	entailment_tuple	21	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	163	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.047473640181472154', '0.047473640181472154', '0.047473640181472154', '0.0']	[281, 281, 281, 2]	1267	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'linear']	['0.33789584365015346', '0.33789584365015346', '0']	[243, 243, 2]	344	3	True	276	86	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	86	False	embedding	tree_attention	False	3199.168	8055	6623	8019	4473	1913	5385	3287	4699	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	8.6458319996841	0.5	exponential	140	1.5856364990706917e-05	adam	20	+accuracy	0.7390511722559037	3199.168	1690.0	21	8055	6229	8019	4473	1913	5385	3287	4699	0.5148737252768824	0	0.6863496932515337	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.57463490817605	10000
72	12	0.7269938650306749	0.5586303593363704	500	500	True	single_id	[]	entailment_tuple	31	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	237	edges	['tanh', 'tanh', 'linear']	['0.49617414807746196', '0.49617414807746196', '0.0']	[241, 241, 2]	1709	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'linear']	['0.45094767776615025', '0']	[406, 2]	980	2	True	368	245	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	245	False	embedding	tree_attention	False	3251.044	7453	7309	7835	7231	3657	7835	5645	6543	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	8.630152745391719	0.5	exponential	140	5.6322145012417974e-05	adam	20	+accuracy	0.8072667147157332	3251.044	2703.0	31	7453	1539	5945	4471	3657	1893	5645	6543	0.4126911769605289	0	0.7262269938650306	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5574168906342692	10000
73	5	0.6909509202453987	0.5912240700023931	500	500	True	single_id	[]	entailment_tuple	24	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	212	edges	['relu', 'relu', 'relu', 'linear']	['0.36012928843133324', '0.36012928843133324', '0.36012928843133324', '0.0']	[181, 181, 181, 2]	700	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'linear']	['0.2391571852691668', '0']	[370, 2]	316	2	True	122	79	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	79	False	embedding	tree_attention	False	3187.248	7453	8039	8019	4473	3657	2153	5645	6543	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.76760658488555	0.5	exponential	140	2.5730320255164177e-05	adam	20	+accuracy	0.7317166235638275	3187.248	1664.0	24	7453	6123	8019	4473	1377	2153	2829	3081	0.5229215819956893	0	0.6855828220858896	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5956627304961042	10000
74	4	0.7415644171779141	0.5893233984527064	500	500	True	single_id	[]	entailment_tuple	23	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	254	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.2943856931671543', '0.2943856931671543', '0.2943856931671543', '0.0']	[453, 453, 453, 2]	1078	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'relu', 'linear']	['0.17667452722969101', '0.17667452722969101', '0.17667452722969101', '0']	[121, 121, 121, 2]	420	4	False	412	105	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	105	False	embedding	tree_attention	False	3192.796	3929	8089	6739	5861	2285	2987	7383	4363	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	5.055471698084924	0.5	exponential	140	0.00153259516693582	adam	20	+accuracy	0.9276720227243821	3192.796	1600.0	23	3929	8089	6739	5861	10	2987	2997	2311	0.1917673061642859	0	0.7308282208588958	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6885945932803358	10000
75	8	0.7323619631901841	0.5520148938748894	500	500	True	single_id	[]	entailment_tuple	27	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	180	edges	['relu', 'relu', 'relu', 'linear']	['0.17600036572494304', '0.17600036572494304', '0.17600036572494304', '0.0']	[157, 157, 157, 2]	1700	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'tanh', 'linear']	['0.3107872522974292', '0.3107872522974292', '0.3107872522974292', '0']	[89, 89, 89, 2]	880	4	True	380	220	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	220	False	embedding	tree_attention	False	3195.432	5953	7409	4587	5455	3875	5569	2379	3157	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	7.478334822385715	0.5	exponential	140	1.7051266895046574e-05	adam	20	+accuracy	0.7527875524653411	3195.432	1996.0000000000002	27	5953	6381	4587	4581	3875	1551	10	1817	0.4991135744068582	0	0.7285276073619632	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5506774499648954	10000
76	0	0.49616564417177916	4.736095546222314	500	500	True	single_id	[]	entailment_tuple	19	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	134	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.41035896932059873', '0.41035896932059873', '0.41035896932059873', '0.0']	[454, 454, 454, 2]	1084	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'relu', 'linear']	['0.15901868728216279', '0.15901868728216279', '0.15901868728216279', '0']	[187, 187, 187, 2]	268	4	False	475	67	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	67	False	embedding	tree_attention	False	3193.224	7103	7751	8039	6939	4771	5091	2125	5109	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.383728365444687	0.5	exponential	140	0.06098469978137331	adam	20	+accuracy	0.6353075846864799	3193.224	1354.0	19	6273	7327	10	3715	4771	5091	2125	5109	0.656714682882115	0	0.49616564417177916	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7277845242401448	10000
77	7	0.7032208588957055	0.56780163998284	500	500	True	single_id	[]	entailment_tuple	26	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	269	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.4695827413133293', '0.4695827413133293', '0.4695827413133293', '0.0']	[82, 82, 82, 2]	1015	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'relu', 'linear']	['0.44908047804437645', '0.44908047804437645', '0']	[508, 508, 2]	300	3	False	373	75	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	75	False	embedding	tree_attention	False	3194.312	4543	8089	6739	5861	6061	1957	6115	6655	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.936992329582143	0.5	exponential	140	7.600924962531895e-05	adam	20	+accuracy	0.7720778394878535	3194.312	1875.0000000000002	26	4543	8089	6739	5861	4787	1957	2825	1811	0.4679620693775557	0	0.696319018404908	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5677147458602743	10000
78	1	0.6733128834355828	0.5991723388433456	500	500	True	single_id	[]	entailment_tuple	20	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	203	edges	['relu', 'linear']	['0.31348545504821584', '0.0']	[326, 2]	381	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'tanh', 'linear']	['0.3582294154168723', '0.3582294154168723', '0.3582294154168723', '0']	[434, 434, 434, 2]	1196	4	False	89	299	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	299	False	embedding	tree_attention	False	3192.32	4271	7953	4587	5669	2483	6949	4893	4231	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.712433594026068	0.5	exponential	140	1.7073337373413878e-05	adam	20	+accuracy	0.7280705473353967	3192.32	1416.0	20	4271	7953	4587	5669	2483	6949	4893	4231	0.5303948538434707	0	0.6641104294478528	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5947528274320975	10000
79	22	0.7116564417177914	0.5715738992865492	500	500	True	single_id	[]	entailment_tuple	41	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	160	edges	['tanh', 'tanh', 'linear']	['0.265051220181681', '0.265051220181681', '0.0']	[76, 76, 2]	636	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'tanh', 'linear']	['0.45822963760727425', '0.45822963760727425', '0.45822963760727425', '0']	[495, 495, 495, 2]	588	4	True	119	147	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	147	False	embedding	tree_attention	False	3190.8	4605	7953	4587	6295	4799	6425	4115	3149	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	8.668339972135236	0.5	exponential	140	0.004480755747205416	adam	20	+accuracy	0.7945902403866537	3190.8	2866.0	41	4605	5783	4587	4737	4799	4987	2105	3149	0.43854016067870594	0	0.7085889570552147	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5735192124436541	10000
80	9	0.7338957055214724	0.5575551759542489	500	500	True	single_id	[]	entailment_tuple	28	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	151	edges	['tanh', 'tanh', 'linear']	['0.0014982045292341595', '0.0014982045292341595', '0.0']	[86, 86, 2]	651	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'tanh', 'linear']	['0.11804144267542721', '0.11804144267542721', '0.11804144267542721', '0']	[503, 503, 503, 2]	1076	4	False	250	269	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	269	False	embedding	tree_attention	False	3192.276	7491	8089	6739	5861	5353	7461	4861	6457	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	5.336859948568379	0.5	exponential	140	8.561711511846103e-05	adam	20	+accuracy	0.8157883579938101	3192.276	1900.0000000000002	28	2899	8089	6739	5861	5353	7461	10	6457	0.4039268812006813	0	0.7315950920245399	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5548782247777392	10000
81	8	0.723159509202454	0.5667223614163515	500	500	True	single_id	[]	entailment_tuple	27	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	294	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.11702016517812025', '0.11702016517812025', '0.11702016517812025', '0.0']	[427, 427, 427, 2]	1184	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'linear']	['0.10880934837071854', '0']	[341, 2]	336	2	False	445	84	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	84	False	embedding	tree_attention	False	3192.66	4605	7953	4587	6905	4799	4987	2105	3149	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	6.482220609227934	0.5	exponential	140	0.003279246348233968	adam	20	+accuracy	0.7763598592444991	3192.66	1789.0	27	4605	5785	4587	6905	4799	4987	2105	2581	0.4575347497453124	0	0.718558282208589	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.574544195721789	10000
82	14	0.5076687116564417	0.7031169951688953	500	500	True	single_id	[]	entailment_tuple	33	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	180	edges	['tanh', 'linear']	['0.18759971048951157', '0.0']	[375, 2]	336	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'linear']	['0.13765761369236335', '0.13765761369236335', '0']	[503, 503, 2]	992	3	False	78	248	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	248	False	embedding	tree_attention	False	3190.092	7453	8039	7835	7231	3657	7835	5645	6543	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	6.353835614187172	0.5	exponential	140	1.5814140281092097e-06	adam	20	+accuracy	0.6389960571501251	3190.092	2349.0	33	7453	6121	5947	4471	3657	1893	5645	6543	0.6360175201852443	0	0.504601226993865	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7027153663518952	10000
83	1	0.7384969325153374	0.5418579067762305	500	500	True	single_id	[]	entailment_tuple	20	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	80	edges	['tanh', 'tanh', 'tanh', 'linear']	['0.4051672028803315', '0.4051672028803315', '0.4051672028803315', '0.0']	[461, 461, 461, 2]	728	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'tanh', 'linear']	['0.007088147478034046', '0.007088147478034046', '0.007088147478034046', '0']	[438, 438, 438, 2]	832	4	False	324	208	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	208	False	embedding	tree_attention	False	3197.272	7825	7417	7069	6303	2161	2965	6651	3933	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	5.183124723108382	0.5	exponential	140	0.0008016715908991936	adam	20	+accuracy	0.9261033620214525	3197.272	1427.0	20	7825	7417	6273	6303	2161	2965	0	0	0.19816400544686338	0	0.7338957055214724	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7595065403729677	10000
84	5	0.7062883435582822	0.5692463604415335	500	500	True	single_id	[]	entailment_tuple	24	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	72	edges	['relu', 'relu', 'linear']	['0.4817932955857886', '0.4817932955857886', '0.0']	[497, 497, 2]	1084	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'linear']	['0.2342972444231491', '0']	[406, 2]	1072	2	True	253	268	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	268	False	embedding	tree_attention	False	3206.616	3929	7901	7395	4473	4893	4505	6093	7369	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	8.340476074212134	0.5	exponential	140	1.2408218378623677e-05	adam	20	+accuracy	0.7445626828337644	3206.616	2057.0	24	3929	4435	6131	4473	2773	4505	6093	2313	0.5066927797612497	0	0.6986196319018405	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5724888280397509	10000
85	5	0.6104294478527608	0.6358338848846715	500	500	True	single_id	[]	entailment_tuple	24	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	77	edges	['tanh', 'linear']	['0.4205866887720413', '0.0']	[403, 2]	905	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['relu', 'linear']	['0.411992379854794', '0']	[161, 2]	456	2	True	207	114	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	114	False	embedding	tree_attention	False	3199.12	5177	8089	6739	5861	4787	3689	3261	4449	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.113336563709181	0.5	exponential	140	4.3854162526591005e-06	adam	20	+accuracy	0.6865646330605842	3199.12	1803.0	24	5177	8089	6739	5861	2719	3301	3261	10	0.5826004090753653	0	0.6058282208588958	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6387188532730428	10000
86	5	0.5575153374233128	0.678419325046423	500	500	True	single_id	[]	entailment_tuple	24	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	111	edges	['relu', 'relu', 'linear']	['0.38561422920679306', '0.38561422920679306', '0.0']	[253, 253, 2]	383	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'linear']	['0.3560556335249732', '0']	[149, 2]	988	2	False	136	247	3	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	247	False	embedding	tree_attention	False	3194.648	4543	8089	6739	5861	6751	6451	6115	6655	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	9.50815619227555	0.5	exponential	140	5.523915633565572e-06	adam	20	+accuracy	0.6561665324119218	3194.648	1742.0	24	4543	8089	6739	5861	10	1645	6115	6655	0.6172905925168829	0	0.5529141104294478	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.6781337809998814	10000
87	0	0.5874233128834356	0.9639471943785505	500	500	True	single_id	[]	entailment_tuple	19	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	186	edges	['tanh', 'tanh', 'linear']	['0.25688754489883975', '0.25688754489883975', '0.0']	[183, 183, 2]	682	3	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'tanh', 'linear']	['0.4786997036813573', '0.4786997036813573', '0.4786997036813573', '0']	[110, 110, 110, 2]	484	4	False	248	121	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	121	False	embedding	tree_attention	False	3187.908	5953	6381	4587	4581	3015	1867	2379	3157	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	6.34455366597812	0.5	exponential	140	0.05603339165843303	adam	20	+accuracy	0.635053207275194	3187.908	1316.0	19	5953	6381	4587	4581	3015	1867	2379	1817	0.6541112559932774	0	0.49616564417177916	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7149476997736024	10000
88	5	0.5529141104294478	0.7020173966884613	500	500	True	single_id	[]	entailment_tuple	24	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	158	edges	['relu', 'relu', 'relu', 'linear']	['0.30620276316832024', '0.30620276316832024', '0.30620276316832024', '0.0']	[136, 136, 136, 2]	2154	4	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'tanh', 'linear']	['0.03317671190560201', '0.03317671190560201', '0.03317671190560201', '0']	[419, 419, 419, 2]	512	4	True	499	128	1	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	128	False	embedding	tree_attention	False	3198.652	3929	7901	6739	4473	4013	6769	6093	2981	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	8.857132646225498	0.5	exponential	140	0.07724039509364582	adam	20	+accuracy	0.6330605842201212	3198.652	1792.0	24	3929	6187	6739	4473	4013	6769	4121	2981	0.6569869954303159	0	0.495398773006135	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.7189154421410909	10000
89	4	0.7423312883435583	0.5366915724262958	500	500	True	single_id	[]	entailment_tuple	23	16	[['premise', 'num_tokens'], ['hypothesis', 'num_tokens']]	bucket	dot_product	178	edges	['relu', 'linear']	['0.2518953619837043', '0.0']	[194, 2]	1004	2	False	[['.*linear_layers.*weight', {'type': 'xavier_normal'}], ['.*token_embedder_tokens._projection.*weight', {'type': 'xavier_normal'}]]	['tanh', 'tanh', 'tanh', 'linear']	['0.07877505673802715', '0.07877505673802715', '0.07877505673802715', '0']	[461, 461, 461, 2]	596	4	False	413	149	2	lstm	300	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.840B.300d.txt.gz	149	False	embedding	tree_attention	False	3197.448	5953	6381	5295	5455	3875	7591	3695	2403	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_test.tsv	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_train.tsv	0	6.65820266040555	0.5	exponential	140	5.498536643004417e-05	adam	20	+accuracy	0.7805994827659304	3197.448	1643.0	23	5953	6381	5295	5455	3069	3709	3695	2063	0.4538559242072752	0	0.7354294478527608	/home/suching/reproducibility/scitail/SciTailV1.1/dgem_format/scitail_1.0_structure_dev.tsv	0.5469050220236545	10000
