	Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
315	315	1	0.3923705722070845	1.6142939346177236	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.196	707	647	561	561	593	561	571	571	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0905	adam	5	+accuracy	0.8595505617977528	2543.184	24.0	5	707	647	561	561	593	561	571	571	0.5256082635470544	0	0.34514078110808355	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.297203493118286
316	316	5	0.262488646684832	2026.420727811541	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.3					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	166.0		75.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.276	561	561	561	561	711	1101	561	599	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0945	adam	5	+accuracy	0.2833567415730337	2548.276	56.0	9	561	561	561	561	711	1101	561	599	589.4858035036688	0	0.25522252497729336	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5203.9584289550785
317	317	2	0.34877384196185285	3.08463990347726	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.3												linear					bag_of_word_counts	classifier	2540.06	561	1167	673	561	561	643	1001	743	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0684	adam	5	+accuracy	0.7982209737827716	2540.06	373.0	6	561	561	561	561	561	561	749	591	0.7150345054291161	0	0.3369663941871026	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.201001010622297
318	318	3	0.4232515894641235	1.7466679845537458	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.4		meanpool		True		128.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2550.608	561	561	561	569	561	667	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0239	adam	5	+accuracy	0.7551498127340824	2550.528	67.0	7	561	561	561	561	561	667	561	561	0.6300434348511785	0	0.35603996366939145	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.1988004173551285
319	319	8	0.2524977293369664	5395.76654851096	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	12	32	basic	0.1					50.0			[1, 2, 3, 4, 5, 6]	189.0		146.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2547.556	561	561	561	561	609	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.078	adam	5	+accuracy	0.2690777153558053	2547.556	62.00000000000001	12	561	561	561	561	609	561	561	561	244.59895260414382	0	0.16802906448683014	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	14046.115987341744
320	320	1	0.3505903723887375	3.6588942527771	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.0												linear					bag_of_word_counts	classifier	2538.616	561	561	619	561	609	561	721	791	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0931	adam	5	+accuracy	0.983497191011236	2538.604	330.0	5	561	561	561	561	0	561	561	791	0.05728560374624163	0	0.3478655767484105	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.360684101922171
321	321	0	0.40599455040871935	1.3112877573285784	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2546.3	693	561	561	569	587	571	561	625	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0145	adam	5	+accuracy	0.9747191011235956	2546.3	22.0	4	471	561	561	569	587	0	561	625	0.09444582709268236	0	0.35149863760217986	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.784359070232936
322	322	0	0.36239782016348776	1.5213670832770212	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0												linear					bag_of_word_counts	classifier	2539.032	617	561	561	749	561	569	681	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0198	adam	5	+accuracy	0.9636001872659176	2539.028	252.00000000000003	4	561	561	561	10	561	561	681	561	0.19498127177078625	0	0.3433242506811989	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.9579784870147705
323	323	1	0.3723887375113533	1.5855372428894043	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2584.88	571	571	561	561	561	571	1055	647	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0755	adam	5	+accuracy	0.911750936329588	2584.88	21.0	5	10	571	561	561	561	195	1055	371	0.3026015932640333	0	0.33969118982742963	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.964162336077009
324	324	2	0.3805631244323343	2.414209188733782	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.916	561	571	571	633	561	561	561	595	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0617	adam	5	+accuracy	0.9624297752808988	2543.9120000000007	28.0	6	561	571	571	453	561	561	561	595	0.13067093142744307	0	0.3496821071752952	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.2599998950958256
325	325	0	0.2670299727520436	1.5710044724600656	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2		maxpool		True		416.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2581.924	693	561	561	629	587	901	1149	571	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0203	adam	5	+accuracy	0.24321161048689136	2581.924	57.0	4	693	561	561	585	10	901	1149	0	1.7104343765237358	0	0.2070844686648501	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.768070384434291
326	326	1	0.3751135331516803	1.6150338785988945	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2544.376	937	647	561	561	561	571	623	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0884	adam	5	+accuracy	0.9084737827715356	2544.376	18.0	5	937	10	561	561	561	571	569	561	0.3298714700597949	0	0.35603996366939145	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.947690670830864
327	327	0	0.2615803814713896	9.058657496316092	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0					50.0			[1, 2, 3, 4, 5, 6, 7]	206.0		406.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2549.5	561	569	667	633	561	561	561	701	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.052000000000000005	adam	5	+accuracy	0.22881554307116106	2549.492	27.0	4	561	505	643	633	561	561	561	673	1592.8815955901416	0	0.2506811989100817	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	425.8745887483868
328	328	4	0.29336966394187103	4.897303417750767	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.2		maxpool		True		291.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.98	561	571	653	679	743	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.08199999999999999	adam	5	+accuracy	0.2588951310861423	2548.968	62.00000000000001	8	561	429	561	679	743	561	561	561	5.487056701817316	0	0.2579473206176203	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.9377671241760246
329	329	8	0.2561307901907357	464.2771875619889	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	12	32	basic	0.0					50.0			[1, 2, 3, 4, 5, 6, 7]	430.0		210.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.64	561	627	561	561	697	635	561	691	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0368	adam	5	+accuracy	0.3270131086142322	2548.64	71.0	12	561	627	561	561	325	561	561	691	21.94428051143103	0	0.2561307901907357	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1247.761578968593
330	330	0	0.3542234332425068	2.6338788747787474	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4												linear					bag_of_word_counts	classifier	2547.252	561	1029	561	561	561	561	561	691	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0772	adam	5	+accuracy	0.7121956928838952	2547.252	282.0	4	561	1029	561	561	561	561	561	561	1.1712602452838912	0	0.3315168029064487	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.1543012074061805
331	331	2	0.3896457765667575	2.485537964957101	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2546.108	561	561	561	569	561	561	561	663	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0736	adam	5	+accuracy	0.9597378277153558	2546.104	20.0	6	561	561	561	569	561	561	561	663	0.15053203671277685	0	0.3333333333333333	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.715000510215759
332	332	4	0.3742052679382379	1.872231272288731	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.3		final_state		True		262.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2552.124	637	561	761	561	613	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0278	adam	5	+accuracy	0.5465823970037453	2552.12	63.00000000000001	8	637	561	559	561	571	561	561	561	1.2669967080323437	0	0.30881017257039056	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.318734802518572
333	333	3	0.36693914623069934	1.7971644639968871	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.3												linear					bag_of_word_counts	classifier	2539.348	561	1113	561	561	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.019	adam	5	+accuracy	0.8534644194756554	2539.348	313.0	7	0	0	0	0	0	0	561	561	0.38337997461526135	0	0.3542234332425068	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.1102416685649334
334	334	0	0.3460490463215259	1.594123445238386	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2					50.0			[1, 2, 3, 4, 5, 6, 7]	296.0		100.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2558.804	561	561	645	561	561	561	625	571	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0205	adam	5	+accuracy	0.33497191011235955	2558.8	26.0	4	561	561	645	561	561	561	625	561	10.895893881383461	0	0.24977293369663944	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	21.76591377258301
335	335	0	0.3860127157129882	1.4967447246823993	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2												linear					bag_of_word_counts	classifier	2539.208	561	561	623	561	561	571	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0191	adam	5	+accuracy	0.8788623595505618	2539.208	294.0	4	561	561	561	561	561	561	561	561	0.3693260148111801	0	0.3587647593097185	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.8941777297428684
336	336	0	0.2388737511353315	1.955733847618103	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3		maxpool		True		234.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2555.568	657	691	779	569	717	703	615	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0796	adam	5	+accuracy	0.2237827715355805	2555.552	64.0	4	657	691	779	569	717	703	615	687	2.2542948222785406	0	0.17892824704813806	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.2516111612319945
337	337	16	0.3642143505903724	1.879367205074856	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	20	32	basic	0.2		final_state		True		298.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2565.532	561	561	561	561	561	561	561	791	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.012	adam	5	+accuracy	0.6000702247191011	2565.528	186.0	20	561	561	561	561	561	561	561	791	0.8964610789599043	0	0.36239782016348776	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.901368835994176
338	338	10	0.35603996366939145	5.4893530573163725	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	14	32	basic	0.2												linear					bag_of_word_counts	classifier	2550.112	571	1167	683	675	561	561	561	635	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0739	adam	5	+accuracy	0.8852996254681648	2550.112	896.0	14	569	1119	561	561	561	561	561	561	0.4235891051353252	0	0.35603996366939145	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.309805515834262
339	339	0	0.3405994550408719	3.3373325688498365	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3												linear					bag_of_word_counts	classifier	2540.128	561	659	561	561	561	701	561	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0991	adam	5	+accuracy	0.7725889513108615	2540.128	251.00000000000003	4	561	561	561	561	561	561	561	571	0.9966295592012476	0	0.33060853769300635	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.775590106419155
340	340	0	0.3633060853769301	1.6478422437395368	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4												linear					bag_of_word_counts	classifier	2539.78	645	561	561	561	561	667	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.029	adam	5	+accuracy	0.7466058052434457	2539.78	304.0	4	645	561	561	561	561	561	561	561	0.6654131017374189	0	0.3542234332425068	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.170342458997454
341	341	10	0.2761126248864669	1.6816278832299367	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	14	32	basic	0.1		maxpool		True		171.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2550.624	707	997	561	561	593	661	571	599	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0817	adam	5	+accuracy	0.2577247191011236	2550.62	144.0	14	707	647	561	561	593	561	571	571	1.7304417256558884	0	0.2506811989100817	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6832014356340683
342	342	1	0.40962761126248864	1.3123315300260272	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.444	707	647	561	561	593	561	571	571	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0059	adam	5	+accuracy	0.8510065543071161	2543.444	23.0	5	707	647	561	561	231	561	571	10	0.4638482550445121	0	0.36693914623069934	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6766468695231846
343	343	1	0.3678474114441417	2.40658985887255	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3												linear					bag_of_word_counts	classifier	2544.224	693	817	561	561	711	1101	561	691	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0574	adam	5	+accuracy	0.8013810861423221	2544.22	247.00000000000003	5	561	817	561	561	677	635	561	669	0.635287953617421	0	0.34150772025431425	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.4670011384146555
344	344	13	0.2606721162579473	2643.2264171055385	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	17	32	basic	0.2					50.0			[1, 2, 3, 4, 5]	231.0		263.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2547.232	617	561	561	749	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0391	adam	5	+accuracy	0.2688436329588015	2547.228	82.0	17	617	561	561	711	561	561	561	561	69.47237456648537	0	0.2515894641235241	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3175.010261317662
345	345	1	0.40962761126248864	1.5197594233921596	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1		maxpool		True		347.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2550.464	561	571	561	691	561	603	607	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0158	adam	5	+accuracy	0.951310861423221	2550.46	45.0	5	561	10	561	691	561	161	607	561	0.1362150301424305	0	0.3542234332425068	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.8480091094970703
346	346	7	0.2724795640326976	1.7411329201289585	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	11	32	basic	0.0		attention		True		244.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2559.428	643	561	561	737	561	969	631	749	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0548	adam	5	+accuracy	0.2382958801498128	2559.388	114.0	11	643	561	561	569	561	969	631	749	1.858737843759944	0	0.25703905540417804	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.908101456505912
347	347	2	0.4178019981834696	1.3122898323195322	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2546.44	635	647	561	561	609	561	655	571	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0055	adam	5	+accuracy	0.8799157303370787	2546.436	24.0	6	635	561	561	561	609	561	655	571	0.3853543059209759	0	0.3651226158038147	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.7904873183795385
348	348	0	0.3978201634877384	1.4043321575437273	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0												linear					bag_of_word_counts	classifier	2539.28	561	1113	561	561	571	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0054	adam	5	+accuracy	0.9035580524344572	2539.276	253.00000000000003	4	561	0	0	561	561	561	561	561	0.5028743621115381	0	0.368755676657584	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.484925355230059
349	349	3	0.3505903723887375	4.024857371194022	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.4												linear					bag_of_word_counts	classifier	2540.064	937	695	779	561	717	703	623	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.085	adam	5	+accuracy	0.7468398876404494	2540.064	220.0	7	937	18	561	561	561	571	569	561	1.260977749046538	0	0.3333333333333333	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.244578300203597
350	350	2	0.3533151680290645	2.5588424444198608	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1												linear					bag_of_word_counts	classifier	2568.972	561	817	561	561	711	1101	561	691	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0509	adam	5	+accuracy	0.9286048689138576	2568.972	295.0	6	561	627	561	561	0	10	10	691	0.19981735330842407	0	0.32697547683923706	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.3133544138499667
351	351	2	0.368755676657584	2.013813914571489	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.3												linear					bag_of_word_counts	classifier	2543.14	569	1167	671	561	561	625	561	635	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0329	adam	5	+accuracy	0.8318117977528091	2543.14	405.0	6	561	561	10	561	561	561	561	561	0.44592169089040506	0	0.34150772025431425	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.6105912889753067
352	352	1	0.2742960944595822	12.39440487452916	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2		maxpool		True		405.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2554.94	657	691	779	569	717	703	615	687	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0879	adam	5	+accuracy	0.2475421348314607	2554.94	66.0	5	657	691	779	569	717	703	615	687	8.88727501537023	0	0.16076294277929154	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.784702621187482
353	353	0	0.3633060853769301	1.9718646798815047	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0												linear					bag_of_word_counts	classifier	2551.676	635	561	775	631	679	561	561	571	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0447	adam	5	+accuracy	0.9772940074906368	2551.672	246.00000000000003	4	561	561	775	631	497	561	561	561	0.10223626142388648	0	0.33514986376021805	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.568802990232195
354	354	1	0.3941871026339691	1.3896753345217023	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	184.0		64.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2547.704	637	561	761	561	613	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0016	adam	5	+accuracy	0.9582162921348316	2547.692	36.0	5	637	561	761	561	613	561	561	561	0.12879088723313495	0	0.37057220708446864	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.075132077080864
355	355	3	0.3814713896457766	1.8988769463130408	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.3					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	279.0		377.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2548.448	561	561	663	625	561	561	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0005	adam	5	+accuracy	0.9985955056179776	2548.432	47.0	7	561	561	663	625	561	561	561	561	0.01137215563197261	0	0.3732970027247957	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.8927325691495622
356	356	10	0.3751135331516803	2.5275837796075002	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	14	32	basic	0.2												linear					bag_of_word_counts	classifier	2539.304	561	1113	623	561	587	571	561	561	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0216	adam	5	+accuracy	0.9179541198501872	2539.304	808.0	14	561	0	0	561	561	0	561	561	0.2212221795825588	0	0.36693914623069934	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.8465502943311423
