	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
136	1	0.29155313351498635	1.715182774407523	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2483.38	305	601	553	869	639	553	601	551	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0442	adam	5	+accuracy	1.0	2483.38	00:00:05	5	273	601	553	869	639	553	601	551	7.920392921992711e-05	0	0.2652134423251589	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.324958031518119
137	0	0.26430517711171664	1.8693645988191878	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2495.356	743	931	553	275	347	601	239	287	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0581	adam	5	+accuracy	1.0	2495.356	00:00:04	4	743	163	553	233	305	601	193	239	3.997768674577985e-05	0	0.2506811989100817	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.262515269007001
138	1	0.26430517711171664	2.0268329075404576	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2		final_state		True		371.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2515.14	865	619	809	785	623	707	551	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0287	adam	5	+accuracy	0.34	2515.132	00:00:07	5	865	253	185	0	623	195	551	601	1.6374521085194178	0	0.24069028156221617	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.815696338244847
139	2	0.2779291553133515	1.8199606248310634	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.3		maxpool		True		457.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2495.696	865	619	809	785	623	707	551	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0163	adam	5	+accuracy	0.74	2495.692	00:00:07	6	865	0	809	785	621	707	551	601	0.6868899720055717	0	0.22706630336058128	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.1669216360364643
140	1	0.26430517711171664	34.501161902291436	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3					300.0			[1, 2, 3, 4, 5, 6]	362		176.0	cnn	seq2vec	300.0	True	embedding	classifier	2497.284	553	527	553	509	721	553	641	729	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0423	adam	5	+accuracy	0.63	2497.28	00:00:04	5	553	447	553	447	721	553	641	729	40.599943024771555	0	0.21525885558583105	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	208.7739475795201
141	5	0.26975476839237056	4554.663755580357	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.4					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	504		111.0	cnn	seq2vec	300.0	True	embedding	classifier	2504.0	713	601	553	869	639	553	601	551	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0888	adam	5	+accuracy	0.855	2504.0	00:00:11	9	295	601	553	869	639	553	601	551	675.8031659807477	0	0.23978201634877383	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	15016.843973214285
142	0	0.28428701180744775	1.5956521613257273	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2484.7	551	553	551	553	539	601	601	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0468	adam	5	+accuracy	1.0	2484.7	00:00:05	4	167	0	551	553	499	601	537	601	4.0652496474129816e-05	0	0.24613987284287012	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.780755989892142
143	0	0.28610354223433243	1.7317914928708757	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0												linear				bag_of_word_counts	classifier	2479.228	693	553	553	551	693	593	735	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0692	adam	5	+accuracy	1.0	2479.216	00:00:29	4	593	225	553	551	551	593	235	553	0.0240375032382352	0	0.254314259763851	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.0733626740319386
144	2	0.30881017257039056	1.570896053314209	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2483.82	681	601	601	519	865	515	593	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0105	adam	5	+accuracy	1.0	2483.82	00:00:04	6	0	601	601	481	865	489	593	553	0.03205954283475876	0	0.2724795640326976	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.8399680307933262
145	0	0.2761126248864669	51.36664885112217	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7, 8]	248		216.0	cnn	seq2vec	300.0	True	embedding	classifier	2499.272	553	553	729	553	809	713	553	737	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0628	adam	5	+accuracy	0.505	2499.188	00:00:06	4	553	0	729	553	0	713	0	737	111.10754503522601	0	0.2506811989100817	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	921.0276463099889
146	0	0.28247048138056313	1.5859906911849975	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2484.16	745	601	553	601	659	593	1027	741	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0433	adam	5	+accuracy	1.0	2484.156	00:00:05	4	745	601	553	601	659	119	1027	741	0.00026952155998774936	0	0.27702089009990916	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.0493469885417395
147	15	0.2670299727520436	407082.9892857143	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	19	32	basic	0.2					300.0			[1, 2, 3, 4, 5, 6]	407		138.0	cnn	seq2vec	300.0	True	embedding	classifier	2497.1	601	619	809	761	705	707	551	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0995	adam	5	+accuracy	0.975	2497.092	00:00:19	19	445	619	809	761	431	707	551	477	3356.648367745536	0	0.22615803814713897	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1138246.2446428572
148	3	0.28610354223433243	38.14596426827567	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.3					300.0			[1, 2, 3, 4, 5]	192		349.0	cnn	seq2vec	300.0	True	embedding	classifier	2496.98	593	651	799	601	553	659	771	747	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0264	adam	5	+accuracy	0.89	2496.98	00:00:07	7	0	651	799	557	553	659	771	747	3.808596576963152	0	0.2524977293369664	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	70.84584138052804
149	2	0.24795640326975477	2.2338802201407297	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.0		meanpool		True		156.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2490.136	629	565	553	869	579	553	567	551	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0465	adam	5	+accuracy	1.0	2490.128	00:00:06	6	629	471	553	343	485	553	471	251	0.01287410088947841	0	0.24069028156221617	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.9653503962925503
150	4	0.28428701180744775	1.8955607788903373	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.4												linear				bag_of_word_counts	classifier	2479.768	693	553	553	551	693	781	779	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0484	adam	5	+accuracy	0.975	2479.764	00:00:54	8	481	553	553	0	551	489	0	553	0.08810961725456375	0	0.2761126248864669	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.9798799821308681
151	4	0.26975476839237056	4.496173347745623	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.1		attention		True		183.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2491.496	743	889	553	551	909	649	741	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0039	adam	5	+accuracy	0.995	2491.496	00:00:10	8	447	389	553	395	555	649	737	0	0.017203869564192637	0	0.23978201634877383	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.7150090149470736
152	1	0.3006357856494096	1.8042845078877041	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1												linear				bag_of_word_counts	classifier	2490.188	553	553	677	855	553	551	735	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.07	adam	5	+accuracy	1.0	2490.176	00:00:45	5	437	553	0	553	553	551	353	553	0.03319383944783892	0	0.2561307901907357	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.1679903268814087
153	0	0.2615803814713896	2.1891366515840804	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0		final_state		True		221.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2496.28	745	931	553	637	463	719	1027	565	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0093	adam	5	+accuracy	0.49	2496.28	00:00:06	4	0	615	553	527	415	719	0	513	1.2470225947243827	0	0.25340599455040874	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.280015928404672
154	0	0.24977293369663942	458.72132088797434	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7, 8]	333		333.0	cnn	seq2vec	300.0	True	embedding	classifier	2495.372	693	553	553	551	693	553	735	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0974	adam	5	+accuracy	0.41	2495.364	00:00:06	4	18	553	553	551	18	0	735	553	5617.540169852121	0	0.2134423251589464	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	18219.605775669643
155	4	0.26793823796548594	155.65534057617188	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.1					300.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	113		149.0	cnn	seq2vec	300.0	True	embedding	classifier	2493.84	743	931	553	1097	665	719	601	671	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0623	adam	5	+accuracy	0.775	2493.836	00:00:08	8	743	931	553	1097	665	269	601	671	98.46421255384173	0	0.2089009990917348	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1593.5674857003348
156	4	0.2524977293369664	4.77747619492667	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.0		final_state		True		358.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2503.164	601	619	783	671	705	707	551	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0649	adam	5	+accuracy	0.525	2503.16	00:00:10	8	601	619	731	139	705	707	551	601	1.865224003791809	0	0.20072661217075385	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.949964570999145
157	1	0.28973660308810173	1.5788253341402327	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2490.232	601	619	619	671	705	707	551	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0189	adam	5	+accuracy	1.0	2490.232	00:00:05	5	601	619	519	0	705	707	551	601	0.0008359508855002267	0	0.25158946412352406	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.501068701062884
158	9	0.2652134423251589	87492.28850446429	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	13	32	basic	0.2					300.0			[1, 2, 3, 4, 5, 6, 7]	434		250.0	cnn	seq2vec	300.0	True	embedding	classifier	2493.868	553	653	553	739	909	649	741	653	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0937	adam	5	+accuracy	0.9	2493.864	00:00:14	13	553	653	553	739	909	401	741	645	16612.549115862166	0	0.22979109900090827	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	355208.50446428574
159	0	0.254314259763851	1.995470098086766	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.1												linear				bag_of_word_counts	classifier	2487.916	553	553	677	855	553	551	551	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0869	adam	5	+accuracy	1.0	2487.916	00:00:34	4	553	553	677	0	553	551	551	553	0.028678237593599727	0	0.24341507720254316	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.576072699683053
160	0	0.259763851044505	355.8456157139369	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2					300.0			[1, 2, 3, 4, 5, 6, 7]	449		444.0	cnn	seq2vec	300.0	True	embedding	classifier	2499.04	593	651	799	557	553	659	771	747	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0711	adam	5	+accuracy	0.405	2499.04	00:00:05	4	0	651	799	511	553	659	771	747	2403.65771484375	0	0.20799273387829245	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5724.830398995536
161	4	0.298819255222525	1.5564323357173375	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.0												linear				bag_of_word_counts	classifier	2477.92	593	553	551	553	601	761	757	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0038	adam	5	+accuracy	0.955	2477.92	00:00:54	8	593	549	551	553	551	273	0	267	0.7223595465932574	0	0.29518619436875565	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5576171704701014
162	1	0.3142597638510445	1.6043742554528373	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2484.656	325	717	601	909	269	793	551	867	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0245	adam	5	+accuracy	1.0	2484.652	00:00:04	5	293	717	601	615	211	793	551	523	0.00022844118731362478	0	0.27157129881925524	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.705546259880066
163	0	0.28701180744777477	1.614120728628976	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2500.668	743	699	687	601	553	339	619	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0477	adam	5	+accuracy	1.0	2500.668	00:00:04	4	743	0	0	601	553	277	619	553	0.000418863126209804	0	0.22888283378746593	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.113103634970528
164	1	0.298819255222525	1.5713987452643259	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.0												linear				bag_of_word_counts	classifier	2479.488	759	553	551	1009	611	841	553	1007	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0115	adam	5	+accuracy	0.99	2479.476	00:00:28	5	673	553	551	1009	601	355	553	821	0.37327721289225985	0	0.28973660308810173	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5997562885284424
165	9	0.2688465031789282	2.512476372718811	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	13	32	basic	0.0		final_state		True		364.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2511.768	553	553	677	855	553	551	551	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0718	adam	5	+accuracy	0.635	2511.768	00:00:19	13	553	553	677	855	553	551	551	553	1.1057060275759016	0	0.17620345140781107	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.761585739680699
166	0	0.29064486830154407	1.5997284139905656	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.1												linear				bag_of_word_counts	classifier	2480.408	551	553	551	553	601	761	757	593	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0297	adam	5	+accuracy	0.98	2480.404	00:00:34	4	551	553	551	553	455	761	719	593	0.20086827874183655	0	0.2779291553133515	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.7460910047803606
167	4	0.2506811989100817	5.829358155386789	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.1		attention		True		445.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2502.188	551	553	551	553	553	761	719	593	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0852	adam	5	+accuracy	0.44	2502.176	00:00:10	8	551	553	551	553	393	761	719	593	3.8475378240857805	0	0.1771117166212534	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	7.683099569593157
168	4	0.2724795640326976	151.19336787632534	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	8	32	basic	0.3					300.0			[1, 2, 3, 4, 5]	341		249.0	cnn	seq2vec	300.0	True	embedding	classifier	2495.268	629	739	553	593	771	553	675	741	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0482	adam	5	+accuracy	0.88	2495.252	00:00:09	8	229	739	553	593	771	139	675	741	51.85889145306179	0	0.2506811989100817	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	972.98777117048
169	0	0.28247048138056313	1.6148717301232474	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2486.928	745	601	553	601	659	593	1027	745	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.052	adam	5	+accuracy	1.0	2486.928	00:00:06	4	745	601	553	601	659	123	1027	741	4.215964249202183e-05	0	0.2488646684831971	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.829870482853481
170	2	0.25703905540417804	1.9777704511369978	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.0		final_state		True		323.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2512.22	551	553	553	603	833	469	533	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0461	adam	5	+accuracy	0.465	2512.22	00:00:08	6	0	217	553	603	833	411	485	553	1.3181346995489938	0	0.24613987284287012	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.016958372933524
171	0	0.254314259763851	1.6628728525979177	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.3			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2490.112	593	373	553	551	551	593	381	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.04	adam	5	+accuracy	1.0	2490.108	00:00:04	4	593	329	553	551	551	593	319	553	0.0001510168824877058	0	0.24977293369663942	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.3281974588121686
172	2	0.3069936421435059	1.5765588692256383	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.1												linear				bag_of_word_counts	classifier	2479.268	771	553	553	765	601	553	601	791	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0116	adam	5	+accuracy	0.995	2479.268	00:00:33	6	771	553	553	207	281	553	0	551	0.36991366744041443	0	0.28065395095367845	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5992878641401018
173	2	0.26793823796548594	1854.996501813616	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	6	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7, 8]	298		434.0	cnn	seq2vec	300.0	True	embedding	classifier	2497.56	629	739	553	593	771	553	675	741	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0806	adam	5	+accuracy	0.56	2497.56	00:00:08	6	18	739	553	593	771	0	675	741	1468.653067452567	0	0.24795640326975477	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5524.389167131696
174	0	0.26248864668483196	1.6228593826293944	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.0					300.0			[1, 2, 3, 4, 5, 6, 7]	387		484.0	cnn	seq2vec	300.0	True	embedding	classifier	2493.78	553	651	553	739	909	649	741	643	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0062	adam	5	+accuracy	0.975	2493.776	00:00:05	4	553	651	553	739	909	133	741	539	0.09500872450215476	0	0.21525885558583105	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	8.137520817347935
175	1	0.25158946412352406	15.050226947239468	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.1					300.0			[1, 2, 3, 4, 5, 6, 7]	148		101.0	cnn	seq2vec	300.0	True	embedding	classifier	2493.044	531	931	553	1097	665	719	545	671	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0459	adam	5	+accuracy	0.59	2493.04	00:00:05	5	471	931	553	1097	665	141	485	671	10.596554688044957	0	0.20345140781108084	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	88.99172592163086
176	0	0.26067211625794734	1.816393198285784	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.4		meanpool		True		328.0	300.0			2.0		lstm	seq2seq	300.0	True	embedding	classifier	2507.96	681	601	601	551	865	749	593	553	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0434	adam	5	+accuracy	0.32	2507.96	00:00:06	4	0	601	601	549	865	577	593	553	1.994552493095398	0	0.2506811989100817	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.6379849808556695
177	5	0.29427792915531337	2.5313351801463537	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	9	32	basic	0.3		meanpool		True		117.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2489.424	865	619	809	785	623	707	551	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0637	adam	5	+accuracy	0.985	2489.42	00:00:11	9	865	473	395	209	623	437	551	147	0.03392476801361356	0	0.2851952770208901	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.765973837035043
178	0	0.24977293369663942	1.6452542543411255	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	4	32	basic	0.2			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2483.996	553	601	553	601	593	757	641	653	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0457	adam	5	+accuracy	1.0	2483.996	00:00:03	4	553	601	553	601	593	757	641	0	0.00035181215831211636	0	0.2488646684831971	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	3.8022252219063897
179	1	0.2615803814713896	1.9554710524422783	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.2		attention		True		102.0	300.0			1.0		lstm	seq2seq	300.0	True	embedding	classifier	2487.848	615	901	653	551	641	767	711	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0856	adam	5	+accuracy	0.685	2487.844	00:00:07	5	615	901	653	551	641	767	711	601	0.9346186859267098	0	0.22070844686648503	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.3193361827305385
180	3	0.2924613987284287	1.7230131592069353	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	7	32	basic	0.0			True		300.0							boe	seq2vec	300.0	True	embedding	classifier	2485.904	619	593	795	671	553	601	601	601	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0129	adam	5	+accuracy	1.0	2485.9	00:00:08	7	619	593	795	671	25	0	601	601	0.0020871013402938843	0	0.28701180744777477	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.1326583453587125
181	1	0.29427792915531337	1.6022658143724715	False	200	True	single_id	just_spaces	semisupervised_text_classification_json	5	32	basic	0.3												linear				bag_of_word_counts	classifier	2483.852	693	553	553	733	721	553	779	729	/home/suching/reproducibility/data/sst/train.jsonl	0	50	1	0.0252	adam	5	+accuracy	0.99	2483.848	00:00:34	5	693	553	553	551	693	553	449	553	0.19343083458287375	0	0.28337874659400547	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.677096782411848
